TEXT|NAICS|SAMPLE_WEIGHT
UNION SUITS, WOMEN'S, GIRLS', AND INFANTS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315240|16.22
UNION SUITS, WOMEN'S, GIRLS', AND INFANTS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315240|16.22
VESTS, WOMEN'S AND GIRLS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315240|16.22
VESTS, WOMEN'S AND GIRLS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315240|16.22
WARMUP SUITS, WOMEN'S, GIRLS', AND INFANTS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315240|16.22
WARMUP SUITS, WOMEN'S, GIRLS', AND INFANTS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315240|16.22
WASHABLE SERVICE APPAREL, WOMEN'S AND GIRLS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315240|16.22
WASHABLE SERVICE APPAREL, WOMEN'S AND GIRLS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315240|16.22
WATER RESISTANT JACKETS AND WINDBREAKERS, NOT TAILORED, WOMEN'S AND GIRLS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315240|16.22
WATER RESISTANT JACKETS AND WINDBREAKERS, NOT TAILORED, WOMEN'S AND GIRLS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315240|16.22
WATER RESISTANT OUTERWEAR, WOMEN'S, GIRLS', AND INFANTS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315240|16.22
WATER RESISTANT OUTERWEAR, WOMEN'S, GIRLS', AND INFANTS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315240|16.22
WATER RESISTANT OVERCOATS, WOMEN'S AND GIRLS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315240|16.22
WATER RESISTANT OVERCOATS, WOMEN'S AND GIRLS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315240|16.22
WATER-REPELLENT OUTERWEAR, WOMEN'S, GIRLS', AND INFANTS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315240|16.22
WATER-REPELLENT OUTERWEAR, WOMEN'S, GIRLS', AND INFANTS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315240|16.22
WATER-REPELLENT OVERCOATS, WOMEN'S AND GIRLS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315240|16.22
WATER-REPELLENT OVERCOATS, WOMEN'S AND GIRLS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315240|16.22
WEDDING DRESSES, WOMEN'S AND GIRLS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315240|16.22
WEDDING DRESSES, WOMEN'S AND GIRLS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315240|16.22
WINDBREAKERS, WOMEN'S, GIRLS', AND INFANTS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315240|16.22
WINDBREAKERS, WOMEN'S, GIRLS', AND INFANTS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315240|16.22
WOMEN’S, GIRLS’, AND INFANTS’ CUT AND SEW APPAREL MANUFACTURING|315240|16.22
WOMEN’S, GIRLS’, AND INFANTS’ CUT AND SEW APPAREL MANUFACTURING|315240|16.22
APPAREL, FUR (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
APPAREL, FUR (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
ATHLETIC UNIFORMS, TEAM, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
ATHLETIC UNIFORMS, TEAM, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
BAND UNIFORMS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
BAND UNIFORMS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
BASEBALL UNIFORMS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
BASEBALL UNIFORMS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
BASKETBALL UNIFORMS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
BASKETBALL UNIFORMS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
BURIAL GARMENTS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
BURIAL GARMENTS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
CAPES, FUR (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
CAPES, FUR (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
CAPES, WATERPROOF (E.G., PLASTICS, RUBBER, SIMILAR MATERIALS), CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
CAPES, WATERPROOF (E.G., PLASTICS, RUBBER, SIMILAR MATERIALS), CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
CAPS AND GOWNS, ACADEMIC, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
CAPS AND GOWNS, ACADEMIC, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
CAPS, FUR (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
CAPS, FUR (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
CAPS, LEATHER (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
CAPS, LEATHER (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
CLERICAL VESTMENTS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
CLERICAL VESTMENTS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
CLOTHING, FUR (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
CLOTHING, FUR (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
CLOTHING, LEATHER OR SHEEP-LINED (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
CLOTHING, LEATHER OR SHEEP-LINED (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
CLOTHING, WATERPROOF, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
CLOTHING, WATERPROOF, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
COAT LININGS, FUR (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
COAT LININGS, FUR (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
COATS (INCLUDING TAILORED), LEATHER OR SHEEP-LINED (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
COATS (INCLUDING TAILORED), LEATHER OR SHEEP-LINED (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
COATS, ARTIFICIAL LEATHER, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
COATS, ARTIFICIAL LEATHER, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
COATS, FUR (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
COATS, FUR (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
COATS, LEATHER (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
COATS, LEATHER (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
COATS, WATERPROOF (E.G., PLASTICS, RUBBERIZED FABRIC, SIMILAR MATERIALS), CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
COATS, WATERPROOF (E.G., PLASTICS, RUBBERIZED FABRIC, SIMILAR MATERIALS), CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
COATS, WATERPROOF (E.G., PLASTICS, RUBBERIZED FABRIC, SIMILAR MATERIALS), RUBBERIZING FABRIC AND MANUFACTURING COATS|315280|29.6
COATS, WATERPROOF (E.G., PLASTICS, RUBBERIZED FABRIC, SIMILAR MATERIALS), RUBBERIZING FABRIC AND MANUFACTURING COATS|315280|29.6
COSTUMES (E.G., LODGE, MASQUERADE, THEATRICAL) CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
COSTUMES (E.G., LODGE, MASQUERADE, THEATRICAL) CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
FUR ACCESSORIES AND TRIMMINGS (EXCEPT APPAREL CONTRACTORS) MANUFACTURING|315280|29.6
FUR ACCESSORIES AND TRIMMINGS (EXCEPT APPAREL CONTRACTORS) MANUFACTURING|315280|29.6
FUR APPAREL (E.G., CAPES, COATS, HATS, JACKETS, NECKPIECES) (EXCEPT APPAREL CONTRACTORS) MANUFACTURING|315280|29.6
FUR APPAREL (E.G., CAPES, COATS, HATS, JACKETS, NECKPIECES) (EXCEPT APPAREL CONTRACTORS) MANUFACTURING|315280|29.6
FUR CLOTHING (EXCEPT APPAREL CONTRACTORS) MANUFACTURING|315280|29.6
FUR CLOTHING (EXCEPT APPAREL CONTRACTORS) MANUFACTURING|315280|29.6
FUR PLATES AND TRIMMINGS (EXCEPT APPAREL CONTRACTORS) MANUFACTURING|315280|29.6
FUR PLATES AND TRIMMINGS (EXCEPT APPAREL CONTRACTORS) MANUFACTURING|315280|29.6
GARMENTS, LEATHER OR SHEEP-LINED (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
GARMENTS, LEATHER OR SHEEP-LINED (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
GLAZING FURS|315280|29.6
GLAZING FURS|315280|29.6
GLOVE LININGS, FUR (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
GLOVE LININGS, FUR (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
GOWNS (E.G., ACADEMIC, CHOIR, CLERICAL) CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
GOWNS (E.G., ACADEMIC, CHOIR, CLERICAL) CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
GOWNS, HOSPITAL, SURGICAL AND PATIENT, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
GOWNS, HOSPITAL, SURGICAL AND PATIENT, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
GRADUATION CAPS AND GOWNS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
GRADUATION CAPS AND GOWNS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
HATS, FUR (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
HATS, FUR (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
HATS, LEATHER (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
HATS, LEATHER (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
JACKETS, FUR (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
JACKETS, FUR (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
JACKETS, LEATHER (EXCEPT WELDERS') OR SHEEP-LINED (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
JACKETS, LEATHER (EXCEPT WELDERS') OR SHEEP-LINED (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
LEATHER APPAREL (E.G., CAPES, COATS, HATS, JACKETS) (EXCEPT APPAREL CONTRACTORS) MANUFACTURING|315280|29.6
LEATHER APPAREL (E.G., CAPES, COATS, HATS, JACKETS) (EXCEPT APPAREL CONTRACTORS) MANUFACTURING|315280|29.6
LEATHER CLOTHING (EXCEPT APPAREL CONTRACTORS) MANUFACTURING|315280|29.6
LEATHER CLOTHING (EXCEPT APPAREL CONTRACTORS) MANUFACTURING|315280|29.6
NECKPIECES, FUR (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
NECKPIECES, FUR (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
OTHER CUT AND SEW APPAREL MANUFACTURING|315280|29.6
OTHER CUT AND SEW APPAREL MANUFACTURING|315280|29.6
PANTS, LEATHER (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
PANTS, LEATHER (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
PANTS, RUBBER AND RUBBERIZED FABRIC, MADE IN THE SAME ESTABLISHMENT AS THE BASIC MATERIAL|315280|29.6
PANTS, RUBBER AND RUBBERIZED FABRIC, MADE IN THE SAME ESTABLISHMENT AS THE BASIC MATERIAL|315280|29.6
PANTS, VULCANIZED RUBBER, MANUFACTURING|315280|29.6
PANTS, VULCANIZED RUBBER, MANUFACTURING|315280|29.6
PANTS, WATERPROOF OUTERWEAR, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
PANTS, WATERPROOF OUTERWEAR, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
PLASTICS GOWNS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
PLASTICS GOWNS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
PLASTICS RAINWEAR CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
PLASTICS RAINWEAR CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
POINTING FURS|315280|29.6
POINTING FURS|315280|29.6
PONCHOS AND SIMILAR WATERPROOF RAINCOATS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
PONCHOS AND SIMILAR WATERPROOF RAINCOATS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
PRAYER SHAWLS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
PRAYER SHAWLS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
RAINCOATS, RUBBER OR RUBBERIZED FABRIC, MANUFACTURING|315280|29.6
RAINCOATS, RUBBER OR RUBBERIZED FABRIC, MANUFACTURING|315280|29.6
RAINCOATS, WATERPROOF, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
RAINCOATS, WATERPROOF, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
SPORT COATS, FUR (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
SPORT COATS, FUR (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
SPORT COATS, LEATHER (INCLUDING ARTIFICIAL AND TAILORED) (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
SPORT COATS, LEATHER (INCLUDING ARTIFICIAL AND TAILORED) (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
SPORTS CLOTHING, TEAM UNIFORMS, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
SPORTS CLOTHING, TEAM UNIFORMS, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
SWEAT BANDS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
SWEAT BANDS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
TEAM ATHLETIC UNIFORMS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
TEAM ATHLETIC UNIFORMS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
THEATRICAL COSTUMES CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
THEATRICAL COSTUMES CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
TRIMMINGS, FUR (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
TRIMMINGS, FUR (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
UNIFORM SHIRTS, TEAM ATHLETIC, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
UNIFORM SHIRTS, TEAM ATHLETIC, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
UNIFORMS, BAND, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
UNIFORMS, BAND, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
UNIFORMS, TEAM ATHLETIC, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
UNIFORMS, TEAM ATHLETIC, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
VESTMENTS, ACADEMIC AND CLERICAL, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
VESTMENTS, ACADEMIC AND CLERICAL, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
VESTS, LEATHER, FUR, OR SHEEP-LINED (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
VESTS, LEATHER, FUR, OR SHEEP-LINED (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315280|29.6
WATERPROOF OUTERWEAR CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
WATERPROOF OUTERWEAR CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315280|29.6
WATERPROOF OUTERWEAR, RUBBERIZING FABRIC AND MANUFACTURING OUTERWEAR|315280|29.6
WATERPROOF OUTERWEAR, RUBBERIZING FABRIC AND MANUFACTURING OUTERWEAR|315280|29.6
APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING|315990|35.81
APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING|315990|35.81
APPAREL FINDINGS AND TRIMMINGS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
APPAREL FINDINGS AND TRIMMINGS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
APRONS, WATERPROOF (E.G., PLASTICS, RUBBERIZED FABRIC), RUBBERIZING FABRIC AND MANUFACTURING APRONS|315990|35.81
APRONS, WATERPROOF (E.G., PLASTICS, RUBBERIZED FABRIC), RUBBERIZING FABRIC AND MANUFACTURING APRONS|315990|35.81
APRONS, WATERPROOF (INCLUDING RUBBERIZED FABRIC, PLASTICS), CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
APRONS, WATERPROOF (INCLUDING RUBBERIZED FABRIC, PLASTICS), CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
ARM BANDS, ELASTIC, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
ARM BANDS, ELASTIC, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
ASCOTS, MEN'S AND BOYS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
ASCOTS, MEN'S AND BOYS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
BASEBALL CAPS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
BASEBALL CAPS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
BATHING CAPS, RUBBER, MANUFACTURING|315990|35.81
BATHING CAPS, RUBBER, MANUFACTURING|315990|35.81
BELTS, APPAREL (E.G., FABRIC, LEATHER, VINYL), CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
BELTS, APPAREL (E.G., FABRIC, LEATHER, VINYL), CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
BELTS, MONEY, ANY MATERIAL, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
BELTS, MONEY, ANY MATERIAL, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
BIBS AND APRONS, WATERPROOF (E.G., PLASTICS, RUBBER, SIMILAR MATERIALS), CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
BIBS AND APRONS, WATERPROOF (E.G., PLASTICS, RUBBER, SIMILAR MATERIALS), CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
BIBS AND APRONS, WATERPROOF (E.G., PLASTICS, RUBBER, SIMILAR MATERIALS), RUBBERIZING FABRIC AND MANUFACTURING BIBS AND APRONS|315990|35.81
BIBS AND APRONS, WATERPROOF (E.G., PLASTICS, RUBBER, SIMILAR MATERIALS), RUBBERIZING FABRIC AND MANUFACTURING BIBS AND APRONS|315990|35.81
BOW TIES, MEN'S AND BOYS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
BOW TIES, MEN'S AND BOYS', CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
CAPS (EXCEPT FUR, LEATHER) CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
CAPS (EXCEPT FUR, LEATHER) CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
CAPS (I.E., APPAREL ACCESSORY) CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT FUR, LEATHER, APPAREL CONTRACTORS)|315990|35.81
CAPS (I.E., APPAREL ACCESSORY) CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT FUR, LEATHER, APPAREL CONTRACTORS)|315990|35.81
CAPS, TEXTILES, STRAW, FUR-FELT, AND WOOL-FELT, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
CAPS, TEXTILES, STRAW, FUR-FELT, AND WOOL-FELT, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
CHAUFFEURS' HATS AND CAPS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
CHAUFFEURS' HATS AND CAPS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
COAT TRIMMINGS FABRIC CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
COAT TRIMMINGS FABRIC CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
CUMMERBUNDS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
CUMMERBUNDS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
DRESS AND SEMIDRESS GLOVES CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
DRESS AND SEMIDRESS GLOVES CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
DRESS TRIMMINGS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
DRESS TRIMMINGS CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
FINDINGS, SUIT AND COAT (E.G., COAT FRONTS, POCKETS), CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
FINDINGS, SUIT AND COAT (E.G., COAT FRONTS, POCKETS), CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
GLOVE LININGS (EXCEPT FUR) MANUFACTURING|315990|35.81
GLOVE LININGS (EXCEPT FUR) MANUFACTURING|315990|35.81
GLOVES AND MITTENS (EXCEPT ATHLETIC), LEATHER, FABRIC, FUR, OR COMBINATIONS, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
GLOVES AND MITTENS (EXCEPT ATHLETIC), LEATHER, FABRIC, FUR, OR COMBINATIONS, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS)|315990|35.81
GLOVES AND MITTENS, WOVEN OR KNIT, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315990|35.81
GLOVES AND MITTENS, WOVEN OR KNIT, CUT AND SEWN FROM PURCHASED FABRIC (EXCEPT APPAREL CONTRACTORS), MANUFACTURING|315990|35.81
GLOVES, LEATHER (EXCEPT ATHLETIC, CUT AND SEWN APPAREL CONTRACTORS), MANUFACTURING|315990|35.81
GLOVES, LEATHER (EXCEPT ATHLETIC, CUT AND SEWN APPAREL CONTRACTORS), MANUFACTURING|315990|35.81
HANDKERCHIEFS (EXCEPT PAPER) CUT AND SEWN FROM PURCHASED FABRIC|315990|35.81
HANDKERCHIEFS (EXCEPT PAPER) CUT AND SEWN FROM PURCHASED FABRIC|315990|35.81
HARVEST HATS, STRAW, MANUFACTURING|315990|35.81
HARVEST HATS, STRAW, MANUFACTURING|315990|35.81
